CustomerKey,GeographyKey,CustomerLabel,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CustomerType,CompanyName,ETLLoadID,LoadDate,UpdateDate
6400,527,17399,,Ian,F,Sanchez,False,1964-05-26,M,,M,ian84@adventure-works.com,150000,1,0,Bachelors,Management,1,3,311 Oeffler Ln.,,373-555-0145,2004-05-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6401,665,17400,,Emily,,Wilson,False,1956-03-11,M,,F,emily7@adventure-works.com,70000,3,2,Partial College,Professional,1,0,5444 Bellord Ct.,,145-555-0153,2004-03-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6402,686,17401,,Noah,C,Wright,False,1956-09-02,M,,M,noah48@adventure-works.com,80000,3,0,Partial College,Professional,0,2,5955 Waterview Place,,792-555-0113,2004-05-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6403,647,17402,,Bryce,,Rogers,False,1956-11-12,M,,M,bryce18@adventure-works.com,80000,3,2,Partial College,Professional,1,0,4252 Ofarrell Dr.,,184-555-0158,2004-03-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6404,668,17403,,Greg,C,White,False,1956-10-04,S,,M,greg9@adventure-works.com,80000,3,2,Partial College,Professional,1,0,8514 Bounty Way,,940-555-0115,2004-03-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6405,675,17404,,Gabriella,,Baker,False,1934-04-14,S,,F,gabriella40@adventure-works.com,50000,2,0,Graduate Degree,Management,1,2,2318 Glen Road,,183-555-0114,2004-03-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6406,442,17405,,Tamara,,Wu,False,1934-06-10,S,,F,tamara37@adventure-works.com,50000,2,0,Graduate Degree,Management,1,2,1283 Cowell Rd.,,182-555-0119,2003-12-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6407,573,17406,,Mariah,M,Flores,False,1934-09-16,M,,F,mariah17@adventure-works.com,60000,2,0,Graduate Degree,Management,1,2,8574 Hillview Drive,,861-555-0128,2004-04-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6408,472,17407,,Elizabeth,,Bryant,False,1934-08-12,M,,F,elizabeth46@adventure-works.com,80000,4,0,Graduate Degree,Management,1,2,9687 Breck Court,,360-555-0195,2003-11-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6409,658,17408,,Thomas,J,Miller,False,1934-07-22,M,,M,thomas66@adventure-works.com,130000,1,2,Graduate Degree,Management,1,3,1870 Walnut Ave.,,114-555-0114,2004-02-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6410,499,17409,,Christina,,James,False,1963-07-10,S,,F,christina6@adventure-works.com,80000,4,3,Partial College,Professional,1,2,413 Miller Dr,,330-555-0110,2004-02-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6411,701,17410,,Morgan,,Lewis,False,1963-08-16,M,,F,morgan42@adventure-works.com,80000,4,3,Partial College,Professional,1,2,2118 Court Lane,,840-555-0196,2004-01-12,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6412,571,17411,,Jennifer,L,Brooks,False,1963-05-18,M,,F,jennifer72@adventure-works.com,80000,4,3,Partial College,Professional,1,2,8370 Merced Circle,,170-555-0112,2004-02-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6413,686,17412,,Kaylee,E,Carter,False,1963-11-02,M,,F,kaylee32@adventure-works.com,90000,0,0,Partial College,Professional,0,2,7749 Dakota Lane,,464-555-0161,2004-05-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6414,559,17413,,Hailey,,Ramirez,False,1963-01-18,S,,F,hailey16@adventure-works.com,90000,0,0,Partial College,Professional,0,2,2049 Benedict Court,# 11,422-555-0111,2004-05-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6415,566,17414,,Nicholas,,Garcia,False,1963-07-24,M,,M,nicholas17@adventure-works.com,90000,0,0,Partial College,Professional,0,2,3708 Montana,,129-555-0114,2004-05-12,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6416,584,17415,,Dawn,L,Beck,False,1963-04-20,M,,F,dawn44@adventure-works.com,100000,0,2,Partial College,Professional,1,2,783 Walter Way,,118-555-0116,2004-05-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6417,584,17416,,Raymond,H,Suri,False,1963-05-18,M,,M,raymond2@adventure-works.com,100000,0,2,Partial College,Professional,1,2,8245 Pinehurst Court,,585-555-0180,2004-05-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6418,430,17417,,Lee,D,Munoz,False,1963-10-16,M,,M,lee5@adventure-works.com,100000,0,2,Partial College,Professional,1,2,7594 Clearland Circle,,137-555-0193,2004-05-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6419,445,17418,,Victoria,,Ramirez,False,1963-02-13,M,,F,victoria43@adventure-works.com,110000,4,2,Bachelors,Management,1,4,5245 Fraga Court,,810-555-0140,2003-11-04,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6420,610,17419,,Brianna,,Reed,False,1963-06-03,M,,F,brianna28@adventure-works.com,110000,4,2,Bachelors,Management,1,4,7723 Firestone Drive,,890-555-0163,2003-09-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6421,688,17420,,Thomas,M,Hughes,False,1963-11-05,M,,M,thomas13@adventure-works.com,150000,2,0,Bachelors,Management,1,4,792 Myrtle Drive,,580-555-0116,2004-05-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6422,552,17421,,Katherine,C,Henderson,False,1963-05-02,M,,F,katherine30@adventure-works.com,150000,3,1,Bachelors,Management,1,3,8 Sunnybrook Drive,,120-555-0165,2004-05-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6423,511,17422,,Hunter,,Campbell,False,1962-04-16,M,,M,hunter36@adventure-works.com,80000,5,4,Partial College,Professional,1,2,4204 Alhambra Way,,126-555-0172,2004-01-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6424,508,17423,,Arianna,,Alexander,False,1962-06-20,S,,F,arianna17@adventure-works.com,100000,1,2,Partial College,Professional,1,3,8914 Fraga Court,,140-555-0167,2004-05-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6425,523,17424,,Spencer,W,Long,False,1962-11-12,M,,M,spencer11@adventure-works.com,100000,1,2,Partial College,Professional,1,3,4700 Bancroft Rd.,,411-555-0176,2004-05-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6426,686,17425,,Austin,,Washington,False,1962-02-25,M,,M,austin9@adventure-works.com,100000,1,2,Partial College,Professional,1,3,8689 St. George Court,,805-555-0170,2004-05-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6427,584,17426,,Donna,J,Shan,False,1962-03-19,S,,F,donna10@adventure-works.com,110000,1,3,Bachelors,Management,0,1,7655 Greer Ave,,945-555-0193,2003-12-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6428,633,17427,,Adam,J,Russell,False,1962-09-18,M,,M,adam16@adventure-works.com,120000,1,3,Partial College,Professional,1,4,2062 Woodruff Lane,,809-555-0150,2004-05-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6429,546,17428,,Xavier,R,Perez,False,1962-03-01,S,,M,xavier35@adventure-works.com,130000,1,2,Bachelors,Management,0,4,4203 Wildcat Circle,,354-555-0181,2003-12-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6430,580,17429,,Wyatt,,Carter,False,1961-06-17,M,,M,wyatt39@adventure-works.com,80000,5,4,Partial College,Professional,1,3,389 Alamo Way,,944-555-0122,2004-06-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6431,583,17430,,Edward,,King,False,1961-05-24,M,,M,edward2@adventure-works.com,80000,5,4,Partial College,Professional,1,3,8934 Dublin,,119-555-0129,2003-11-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6432,620,17431,,Grace,,Kelly,False,1961-10-10,M,,F,grace46@adventure-works.com,80000,5,4,Partial College,Professional,1,3,1789 Birchwood Dr.,,631-555-0114,2003-09-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6433,536,17432,,Mariah,,Peterson,False,1961-02-04,M,,F,mariah29@adventure-works.com,90000,4,3,High School,Professional,1,2,9362 Akyn Rock Drive,,651-555-0110,2004-01-12,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6434,575,17433,,Cameron,L,Lee,False,1961-11-10,M,,M,cameron40@adventure-works.com,100000,3,2,Partial College,Professional,1,4,5062 Hazel Drive,,589-555-0156,2004-05-15,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6435,445,17434,,Alyssa,N,Russell,False,1961-08-24,M,,F,alyssa65@adventure-works.com,110000,1,3,Partial College,Professional,0,4,2223 Stillwater Court,,615-555-0143,2003-12-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6436,560,17435,,Edward,,Mitchell,False,1961-08-26,S,,M,edward13@adventure-works.com,170000,0,0,Graduate Degree,Management,0,4,2266 Greenwood Circle,,452-555-0116,2004-04-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6437,546,17436,,Evan,K,Ramirez,False,1955-07-08,M,,M,evan7@adventure-works.com,60000,2,0,High School,Professional,0,2,5260 Marina Village Pkwy.,,180-555-0136,2004-01-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6438,584,17437,,Natalie,,Baker,False,1955-06-19,M,,F,natalie59@adventure-works.com,60000,2,0,High School,Professional,0,2,8005 Pacheco St.,,532-555-0176,2003-09-04,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6439,597,17438,,Marcus,A,Hughes,False,1955-07-14,M,,M,marcus61@adventure-works.com,60000,2,0,High School,Professional,0,2,5085 Rampo Ct.,,299-555-0164,2004-03-31,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6440,677,17439,,Jasmine,,Butler,False,1955-02-19,M,,F,jasmine53@adventure-works.com,80000,3,2,Partial College,Professional,0,1,5972 El Pintado Road,,737-555-0178,2004-05-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6441,667,17440,,Richard,,Cox,False,1954-05-20,S,,M,richard92@adventure-works.com,80000,2,0,Partial High School,Skilled Manual,0,2,3585 St. Paul Circle,,289-555-0123,2004-02-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6442,633,17441,,Natalie,,Turner,False,1954-11-12,S,,F,natalie48@adventure-works.com,80000,2,0,Partial High School,Skilled Manual,1,2,3955 Anchor Avenue,,460-555-0119,2004-05-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6443,562,17442,,Edward,C,Taylor,False,1935-06-25,M,,M,edward31@adventure-works.com,30000,4,0,High School,Professional,0,2,4322 Cobblestone Ct,,680-555-0195,2003-08-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6444,442,17443,,Kristin,D,Shen,False,1935-11-23,S,,F,kristin4@adventure-works.com,50000,2,0,Graduate Degree,Management,1,2,63 Palms,,249-555-0145,2003-12-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6445,566,17444,,Bailey,D,Cox,False,1935-05-06,S,,F,bailey8@adventure-works.com,50000,2,0,Graduate Degree,Management,1,2,4441 Carlisle Way,,881-555-0175,2003-12-15,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6446,582,17445,,Natasha,,Hernandez,False,1935-04-21,M,,F,natasha4@adventure-works.com,60000,2,0,Graduate Degree,Management,1,2,885 Davona Drive,,807-555-0167,2003-12-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6447,430,17446,,Pamela,L,Rana,False,1935-08-14,M,,F,pamela14@adventure-works.com,70000,4,0,Graduate Degree,Management,1,2,7521 Mount Aire Parkway,,596-555-0166,2004-05-31,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6448,470,17447,,Sydney,L,Lewis,False,1935-03-18,M,,F,sydney83@adventure-works.com,80000,4,0,Graduate Degree,Management,1,2,3663 Palm Avenue,,594-555-0124,2003-08-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6449,643,17448,,Zachary,,Hayes,False,1935-03-12,M,,M,zachary21@adventure-works.com,120000,1,3,Graduate Degree,Management,1,4,8455 Mt. Davidson Court,,713-555-0192,2004-03-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6450,559,17449,,Jackson,H,Adams,False,1936-07-11,M,,M,jackson47@adventure-works.com,60000,2,0,Graduate Degree,Management,1,2,8272 Ohara Avenue,,183-555-0132,2003-09-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6451,647,17450,,Samuel,N,Coleman,False,1960-10-14,M,,M,samuel4@adventure-works.com,80000,5,4,Partial College,Professional,1,3,1164 Glenview Drive,,955-555-0170,2004-05-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6452,583,17451,,Isabelle,C,Wood,False,1960-02-20,M,,F,isabelle2@adventure-works.com,90000,4,3,High School,Professional,1,3,3022 Adobe St,,824-555-0161,2004-04-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6453,442,17452,,Mitchell,W,Nath,False,1960-06-09,M,,M,mitchell16@adventure-works.com,90000,4,3,High School,Professional,1,3,3333 Maureen Circle,,414-555-0190,2004-05-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6454,500,17453,,Hailey,,Reed,False,1960-07-25,S,,F,hailey3@adventure-works.com,90000,4,3,High School,Professional,1,3,8601 Oakgrove Rd.,,105-555-0170,2004-05-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6455,443,17454,,Edward,A,Perry,False,1960-05-11,M,,M,edward56@adventure-works.com,110000,3,3,Partial College,Professional,0,4,1720 Monument Blvd.,,388-555-0189,2004-03-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6456,470,17455,,Dylan,O,Hayes,False,1960-05-18,M,,M,dylan22@adventure-works.com,110000,3,3,Partial College,Professional,1,4,8958 Carleton Street,,909-555-0115,2003-11-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6457,627,17456,,Trevor,,Wood,False,1954-05-13,M,,M,trevor1@adventure-works.com,80000,2,0,Partial High School,Skilled Manual,1,2,8928 Chickpea Ct.,,177-555-0120,2003-12-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6458,597,17457,,Katherine,,Allen,False,1954-03-27,M,,F,katherine97@adventure-works.com,60000,3,0,Partial High School,Skilled Manual,0,2,9424 Pine Creek Way,,737-555-0166,2004-06-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6459,547,17458,,Jason,E,Collins,False,1954-07-05,S,,M,jason32@adventure-works.com,70000,3,1,High School,Professional,1,0,8649 Cornwall Court,,201-555-0169,2004-05-12,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6460,584,17459,,Cassidy,,Barnes,False,1954-05-06,M,,F,cassidy3@adventure-works.com,70000,3,1,High School,Professional,1,0,8716 Pepper Way,,825-555-0169,2003-12-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6461,643,17460,,Megan,L,Murphy,False,1954-12-20,M,,F,megan35@adventure-works.com,70000,3,1,High School,Professional,1,1,4566 La Jolla,,511-555-0125,2004-05-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6462,495,17461,,Sara,H,Allen,False,1954-11-27,M,,F,sara49@adventure-works.com,70000,3,1,High School,Professional,1,1,4649 Peachwillow,,368-555-0156,2004-05-12,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6463,658,17462,,Jesse,,Rogers,False,1953-02-22,M,,M,jesse20@adventure-works.com,70000,3,0,Graduate Degree,Management,1,2,4812 Kipling Court,,941-555-0161,2004-05-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6464,660,17463,,Nicholas,,Moore,False,1953-09-02,M,,M,nicholas9@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,5376 Catanzaro Way,,102-555-0173,2003-12-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6465,644,17464,,Jeremy,L,Rodriguez,False,1953-02-24,M,,M,jeremy6@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,321 Concerto Circle,,382-555-0146,2003-12-24,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6466,522,17465,,Arianna,,Stewart,False,1952-12-24,S,,F,arianna44@adventure-works.com,40000,3,0,Partial College,Professional,1,2,2444 Appalachian Drive,,197-555-0116,2003-12-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6467,500,17466,,Thomas,,Perez,False,1937-01-17,M,,M,thomas40@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,27 Elkwood Dr.,,507-555-0140,2004-04-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6468,625,17467,,Wyatt,M,Hayes,False,1937-08-13,S,,M,wyatt51@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,5070 Kirker Pass,,275-555-0184,2003-12-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6469,511,17468,,Jeremiah,,Gonzalez,False,1937-01-09,M,,M,jeremiah19@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,1540 St. Raphael Drive,,345-555-0184,2003-09-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6470,584,17469,,Ian,L,Perez,False,1937-07-06,M,,M,ian34@adventure-works.com,60000,3,0,Graduate Degree,Management,0,2,1301 Stanbridge Ct,,101-555-0113,2004-05-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6471,582,17470,,Jaime,J,Carlson,False,1937-11-26,M,,F,jaime20@adventure-works.com,70000,4,0,Graduate Degree,Management,0,2,1742 Shakespeare Drive,,113-555-0188,2004-05-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6472,693,17471,,Grace,L,James,False,1938-11-04,S,,F,grace43@adventure-works.com,80000,4,0,Graduate Degree,Management,1,2,8757 Keith Court,,138-555-0118,2004-02-05,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6473,445,17472,,Meredith,,Torres,False,1939-02-27,S,,F,meredith35@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,4697 Yosemite Dr.,,908-555-0132,2004-06-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6474,583,17473,,Ebony,J,Blanco,False,1939-07-07,M,,F,ebony37@adventure-works.com,60000,3,0,Graduate Degree,Management,0,2,8882 Weatherly Way,,136-555-0124,2004-03-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6475,560,17474,,Jose,H,King,False,1940-11-24,S,,M,jose55@adventure-works.com,70000,5,0,Graduate Degree,Management,1,2,6852 Elderwood Drive,,400-555-0181,2004-05-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6476,631,17475,,Jackson,S,Green,False,1940-04-05,M,,M,jackson45@adventure-works.com,70000,5,0,Graduate Degree,Management,1,2,4764 East Avenue,,990-555-0190,2004-05-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6477,647,17476,,Alexandria,,Stewart,False,1941-03-07,M,,F,alexandria43@adventure-works.com,60000,3,0,Graduate Degree,Management,0,2,1417 Roosevelt Avenue,,689-555-0172,2004-04-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6478,442,17477,,Miranda,,Griffin,False,1942-03-12,S,,F,miranda21@adventure-works.com,50000,4,0,Bachelors,Management,0,2,8185 Geary,,349-555-0118,2003-12-17,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6479,596,17478,,Renee,L,Martin,False,1947-11-22,M,,F,renee0@adventure-works.com,30000,3,0,Partial College,Clerical,0,2,7239 Nicholas Drive,,1 (11) 500 555-0179,2001-10-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6480,473,17479,,Kristine,,Ramos,False,1948-09-13,M,,F,kristine18@adventure-works.com,10000,2,1,Partial High School,Clerical,1,2,3399 Climbing Dr,,1 (11) 500 555-0130,2003-11-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6481,658,17480,,Lucas,,Gonzalez,False,1978-08-20,S,,M,lucas0@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,2,304 Diver Way,,213-555-0171,2003-12-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6482,647,17481,,Emma,,Watson,False,1977-11-06,S,,F,emma45@adventure-works.com,40000,0,0,Partial High School,Clerical,1,2,8158 Ahwanee Lane,,845-555-0147,2003-10-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6483,671,17482,,Taylor,,Alexander,False,1977-05-02,S,,F,taylor43@adventure-works.com,40000,0,0,Partial High School,Clerical,1,2,2852 Magda Way,,697-555-0174,2003-09-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6484,675,17483,,Logan,J,Gonzalez,False,1977-07-25,S,,M,logan34@adventure-works.com,40000,0,0,Partial High School,Clerical,0,2,9548 Jomar Drive,,148-555-0192,2003-09-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6485,519,17484,,Armando,,Carlson,False,1948-11-12,M,,M,armando18@adventure-works.com,20000,4,0,High School,Skilled Manual,1,2,8594 Veracruz,,1 (11) 500 555-0127,2003-08-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6486,642,17485,,Blake,N,Davis,False,1977-07-18,M,,M,blake4@adventure-works.com,30000,0,0,Partial College,Skilled Manual,1,1,8467 Clifford Court,,721-555-0132,2003-09-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6487,500,17486,,Marissa,,Foster,False,1977-11-25,S,,F,marissa13@adventure-works.com,30000,0,0,Partial College,Skilled Manual,0,1,6099 Esperanza Dr,,700-555-0195,2003-10-31,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6488,522,17487,,Nathan,C,Green,False,1977-08-23,S,,M,nathan41@adventure-works.com,30000,0,0,Partial College,Skilled Manual,1,1,4858 El Molino Dr.,,226-555-0124,2004-02-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6489,693,17488,,Jason,,Adams,False,1977-09-16,S,,M,jason44@adventure-works.com,40000,0,0,Partial College,Skilled Manual,0,2,7880 Mission Drive,,249-555-0135,2003-09-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6490,633,17489,,Jack,,Evans,False,1977-11-21,S,,M,jack35@adventure-works.com,60000,0,0,Partial College,Skilled Manual,0,2,9428 Mehaffey Way,,678-555-0140,2003-11-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6491,494,17490,,Grace,M,Moore,False,1977-09-08,S,,F,grace7@adventure-works.com,60000,0,0,Partial College,Skilled Manual,0,2,4380 Chestnut,,600-555-0112,2004-05-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6492,665,17491,,Kyle,J,Hall,False,1976-07-20,S,,M,kyle50@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,2,2891 Sanford St.,,330-555-0113,2004-05-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6493,620,17492,,Amanda,S,Price,False,1976-06-14,S,,F,amanda21@adventure-works.com,60000,0,0,Partial College,Skilled Manual,0,2,7824 Frame Ln,,755-555-0117,2003-12-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6494,471,17493,,Candice,M,Gao,False,1949-11-27,M,,F,candice21@adventure-works.com,10000,2,1,Partial High School,Clerical,1,2,7361 Pine St.,,1 (11) 500 555-0187,2004-03-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6495,519,17494,,Mathew,L,Alvarez,False,1949-08-13,M,,M,mathew1@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,4858 Shannon Lane,,1 (11) 500 555-0111,2003-11-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6496,692,17495,,Corey,M,Sharma,False,1949-05-13,M,,M,corey9@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,3066 Wallace Dr.,,1 (11) 500 555-0112,2003-10-24,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6497,478,17496,,Tabitha,,Sanz,False,1950-10-18,M,,F,tabitha41@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,7286 Norris Court,,1 (11) 500 555-0183,2004-03-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6498,584,17497,,Maria,M,Collins,False,1980-04-05,S,,F,maria46@adventure-works.com,40000,0,0,Partial High School,Clerical,0,2,1724 The Trees Drive,,795-555-0151,2004-01-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6499,538,17498,,Daniel,,Martin,False,1980-08-19,S,,M,daniel17@adventure-works.com,20000,0,0,Partial College,Skilled Manual,0,2,5135 Oak Park Blvd.,,736-555-0116,2003-12-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6500,570,17499,,Marcus,,Campbell,False,1980-05-23,S,,M,marcus44@adventure-works.com,100000,3,0,Bachelors,Management,1,3,8819 Camino Norte,,911-555-0178,2004-05-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6501,568,17500,,Cesar,,Lopez,False,1952-04-17,S,,M,cesar16@adventure-works.com,30000,3,0,High School,Skilled Manual,1,2,1226 Canyon Creek Drive,,1 (11) 500 555-0148,2004-04-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6502,487,17501,,Marc,W,Carlson,False,1952-04-26,M,,M,marc22@adventure-works.com,30000,3,0,High School,Skilled Manual,1,2,9088 Creed Ave,,1 (11) 500 555-0168,2004-01-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6503,596,17502,,Wayne,,Kumar,False,1954-10-13,S,,M,wayne9@adventure-works.com,40000,3,0,Partial High School,Clerical,1,2,1485 La Vista Avenue,,1 (11) 500 555-0194,2001-10-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6504,613,17503,,Molly,,Suri,False,1954-07-22,M,,F,molly1@adventure-works.com,40000,3,0,Partial High School,Clerical,0,2,1569 Eagle Ct,,1 (11) 500 555-0193,2004-04-15,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6505,634,17504,,Anna,R,Williams,False,1954-05-18,S,,F,anna63@adventure-works.com,80000,2,0,Partial College,Skilled Manual,1,2,6345 Katharyn Drive,,1 (11) 500 555-0133,2001-10-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6506,566,17505,,Hunter,A,Mitchell,False,1975-11-18,S,,M,hunter38@adventure-works.com,30000,0,0,High School,Skilled Manual,1,2,1487 Nephi Court,,110-555-0117,2003-11-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6507,584,17506,,Alexandria,,Simmons,False,1973-04-19,M,,F,alexandria15@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,2,5970 Meadowbrook Court,,117-555-0117,2003-08-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6508,653,17507,,Alexis,,Robinson,False,1973-08-15,M,,F,alexis15@adventure-works.com,60000,0,0,Partial College,Professional,1,2,2115 Whitehaven Dr.,,497-555-0121,2004-02-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
